Comment	R Rajter et al. 2013, RSC Advances, DOI 10.1039/c2ra20083j
Number Of Points	12500
Number Of Subfiles	1
X Axis	eV
Y Axis	Arbitrary
0.0	6.5318121910095215
0.02000160012801024	6.531306743621826
0.04000320025602048	6.529790878295898
0.06000480038403072	6.52726936340332
0.08000640051204096	6.523747444152832
0.10000800064005119	6.519235610961914
0.12000960076806144	6.513743877410889
0.14001120089607166	6.507286548614502
0.1600128010240819	6.499879837036133
0.18001440115209216	6.491541385650635
0.20001600128010238	6.482291221618652
0.22001760140811263	6.472152233123779
0.24001920153612288	6.461146831512451
0.2600208016641331	6.449301242828369
0.2800224017921433	6.436642169952393
0.3000240019201536	6.423196792602539
0.3200256020481638	6.408994674682617
0.34002720217617405	6.3940653800964355
0.3600288023041843	6.378439903259277
0.38003040243219455	6.362148761749268
0.40003200256020477	6.345224380493164
0.42003360268821505	6.327698230743408
0.44003520281622527	6.309602737426758
0.4600368029442355	6.290968894958496
0.48003840307224577	6.271829128265381
0.500040003200256	6.252215385437012
0.5200416033282662	6.232158660888672
0.5400432034562764	6.211689472198486
0.5600448035842867	6.190837860107422
0.580046403712297	6.169633865356445
0.6000480038403072	6.148106098175049
0.6200496039683174	6.126282691955566
0.6400512040963277	6.104191303253174
0.6600528042243379	6.081857681274414
0.6800544043523481	6.05930757522583
0.7000560044803583	6.03656530380249
0.7200576046083687	6.013655185699463
0.7400592047363789	5.990599632263184
0.7600608048643891	5.9674201011657715
0.7800624049923993	5.9441375732421875
0.8000640051204095	5.920771598815918
0.8200656052484198	5.897341251373291
0.8400672053764301	5.873864650726318
0.8600688055044403	5.850358009338379
0.8800704056324505	5.82683801651001
0.9000720057604608	5.803319454193115
0.920073605888471	5.779816627502441
0.9400752060164812	5.756343364715576
0.9600768061444915	5.732911586761475
0.9800784062725018	5.70953369140625
1.000080006400512	5.686220645904541
1.020081606528522	5.662981986999512
1.0400832066565324	5.639828205108643
1.0600848067845428	5.6167683601379395
1.0800864069125529	5.593809604644775
1.1000880070405632	5.570960521697998
1.1200896071685733	5.548227787017822
1.1400912072965836	5.525618076324463
1.160092807424594	5.503137111663818
1.180094407552604	5.480790138244629
1.2000960076806144	5.458582878112793
1.2200976078086245	5.436518669128418
1.2400992079366349	5.414602756500244
1.260100808064645	5.392838001251221
1.2801024081926553	5.371227741241455
