Comment	R Rajter et al. 2013, RSC Advances, DOI 10.1039/c2ra20083j
Number Of Points	12500
Number Of Subfiles	1
X Axis	eV
Y Axis	Arbitrary
0.0	5.762811660766602
0.02000160012801024	5.762454032897949
0.04000320025602048	5.76138162612915
0.06000480038403072	5.759597301483154
0.08000640051204096	5.757104873657227
0.10000800064005119	5.753910541534424
0.12000960076806144	5.750021934509277
0.14001120089607166	5.745447635650635
0.1600128010240819	5.740199089050293
0.18001440115209216	5.734286785125732
0.20001600128010238	5.727725028991699
0.22001760140811263	5.7205281257629395
0.24001920153612288	5.712710857391357
0.2600208016641331	5.704290866851807
0.2800224017921433	5.695284366607666
0.3000240019201536	5.685710906982422
0.3200256020481638	5.675588130950928
0.34002720217617405	5.664936542510986
0.3600288023041843	5.653775691986084
0.38003040243219455	5.642125606536865
0.40003200256020477	5.630007266998291
0.42003360268821505	5.617441177368164
0.44003520281622527	5.604447841644287
0.4600368029442355	5.5910491943359375
0.48003840307224577	5.577264785766602
0.500040003200256	5.56311559677124
0.5200416033282662	5.548622131347656
0.5400432034562764	5.533804893493652
0.5600448035842867	5.518682956695557
0.580046403712297	5.5032758712768555
0.6000480038403072	5.487602710723877
0.6200496039683174	5.471682071685791
0.6400512040963277	5.455531597137451
0.6600528042243379	5.439169406890869
0.6800544043523481	5.42261266708374
0.7000560044803583	5.405877113342285
0.7200576046083687	5.388978958129883
0.7400592047363789	5.371933937072754
0.7600608048643891	5.3547563552856445
0.7800624049923993	5.337460994720459
0.8000640051204095	5.320060729980469
0.8200656052484198	5.302569389343262
0.8400672053764301	5.284999370574951
0.8600688055044403	5.267362117767334
0.8800704056324505	5.249670028686523
0.9000720057604608	5.231933116912842
0.920073605888471	5.214162349700928
0.9400752060164812	5.196367263793945
0.9600768061444915	5.178557872772217
0.9800784062725018	5.160742282867432
1.000080006400512	5.1429290771484375
1.020081606528522	5.125126361846924
1.0400832066565324	5.10734224319458
1.0600848067845428	5.089582920074463
1.0800864069125529	5.071855545043945
1.1000880070405632	5.054166316986084
1.1200896071685733	5.0365214347839355
1.1400912072965836	5.01892614364624
1.160092807424594	5.0013861656188965
1.180094407552604	4.983905792236328
1.2000960076806144	4.966489791870117
1.2200976078086245	4.9491424560546875
1.2400992079366349	4.931868076324463
1.260100808064645	4.914669990539551
1.2801024081926553	4.897551536560059
