Comment	R Rajter et al. 2013, RSC Advances, DOI 10.1039/c2ra20083j
Number Of Points	4501
Number Of Subfiles	1
X Axis	Arbitrary
Y Axis	Arbitrary
0.009999999776482582	0.0
0.01999999940353963	0.0
0.02999999903059668	0.0
0.03999999865765373	0.0
0.04999999828471078	0.0
0.05999999791176783	0.0
0.06999999753882488	0.0
0.07999999716588192	0.0
0.08999999679293898	0.0
0.09999999641999603	0.0
0.10999999604705307	0.0
0.11999999567411013	0.0
0.12999999530116718	0.0
0.13999999492822424	0.0
0.14999999455528126	0.0
0.15999999418233832	0.0
0.16999999380939537	0.0
0.17999999343645243	0.0
0.18999999306350948	0.0
0.1999999926905665	0.0
0.20999999231762356	0.0
0.21999999194468062	0.0
0.22999999157173767	0.0
0.23999999119879473	0.0
0.24999999082585178	0.0
0.2599999904529088	0.0
0.2699999900799659	0.0
0.2799999897070229	0.0
0.28999998933407994	0.0
0.299999988961137	0.0
0.30999998858819405	0.0
0.3199999882152511	0.0
0.32999998784230816	0.0
0.3399999874693652	0.0
0.34999998709642227	1.3435859680175781
0.3599999867234793	1.683315634727478
0.3699999863505364	2.074369430541992
0.37999998597759344	2.514545202255249
0.38999998560465043	2.9986703395843506
0.3999999852317075	3.518430471420288
0.40999998485876454	4.062455654144287
0.4199999844858216	4.616688251495361
0.42999998411287865	5.165048122406006
0.4399999837399357	5.690331935882568
0.44999998336699276	6.175307750701904
0.4599999829940498	6.603860855102539
0.46999998262110687	6.962125778198242
0.4799999822481639	7.239426612854004
0.489999981875221	7.428966999053955
0.499999981502278	7.528194904327393
0.509999981129335	7.538801193237305
0.5199999807563921	7.466370582580566
0.5299999803834492	7.319738388061523
0.5399999800105062	7.110170364379883
0.5499999796375632	6.850399017333984
0.5599999792646203	6.553705215454102
0.5699999788916773	6.2330322265625
0.5799999785187344	5.9002838134765625
0.5899999781457914	5.565814971923828
0.5999999777728485	5.238092422485352
0.6099999773999055	4.923574447631836
0.6199999770269626	4.626751899719238
0.6299999766540196	4.3503241539001465
0.6399999762810767	4.095475196838379
0.6499999759081337	3.8621954917907715
0.6599999755351907	3.6496474742889404
0.6699999751622479	3.4564707279205322
0.6799999747893049	3.281096935272217
0.689999974416362	3.1219494342803955
0.699999974043419	2.9775888919830322
0.7099999736704761	2.84678053855896
0.7199999732975331	2.7284984588623047
0.7299999729245902	2.6218903064727783
0.7399999725516472	2.526214361190796
0.7499999721787043	2.440800428390503
0.7599999718057613	2.365030288696289
0.7699999714328183	2.2983381748199463
0.7799999710598754	2.2402429580688477
0.7899999706869324	2.19037127494812
0.7999999703139895	2.148481607437134
0.8099999699410465	2.114450454711914
0.8199999695681036	2.088219404220581
0.8299999691951606	2.0697104930877686
0.8399999688222177	2.0587241649627686
0.8499999684492747	2.054842948913574
0.8599999680763318	2.0573651790618896
0.8699999677033888	2.065293788909912
0.8799999673304458	2.0773816108703613
0.8899999669575029	2.092233896255493
0.8999999665845599	2.1084468364715576
0.909999966211617	2.1247498989105225
0.919999965838674	2.1401305198669434
0.9299999654657312	2.1539065837860107
0.9399999650927882	2.1657350063323975
0.9499999647198453	2.175567388534546
0.9599999643469023	2.1835460662841797
0.9699999639739594	2.1898930072784424
0.9799999636010164	2.194793462753296
0.9899999632280734	2.19832444190979
0.9999999628551305	2.200425386428833
1.0099999624821874	2.2009241580963135
1.0199999621092446	2.1996030807495117
1.0299999617363016	2.1962859630584717
1.0399999613633586	2.1909215450286865
1.0499999609904158	2.183633327484131
1.0599999606174728	2.1747303009033203
1.0699999602445298	2.164665937423706
1.0799999598715868	2.153956413269043
1.0899999594986438	2.1430816650390625
1.099999959125701	2.1323904991149902
1.109999958752758	2.122025966644287
1.119999958379815	2.111907720565796
1.129999958006872	2.1017556190490723
1.1399999576339293	2.09116268157959
1.1499999572609862	2.079698085784912
1.1599999568880432	2.067012071609497
1.1699999565151002	2.052927255630493
1.1799999561421575	2.0374855995178223
1.1899999557692145	2.0209500789642334
1.1999999553962715	2.0037550926208496
1.2099999550233285	1.986420750617981
1.2199999546503855	1.9694472551345825
1.2299999542774427	1.9532192945480347
1.2399999539044997	1.9379305839538574
1.2499999535315567	1.923561930656433
1.2599999531586137	1.9098950624465942
1.269999952785671	1.8965786695480347
1.279999952412728	1.8832130432128906
1.289999952039785	1.8694524765014648
1.299999951666842	1.8550796508789062
1.309999951293899	1.8400578498840332
1.3199999509209561	1.8245352506637573
1.3299999505480131	1.8088058233261108
1.3399999501750701	1.793241024017334
1.3499999498021271	1.7782009840011597
1.3599999494291843	1.763952374458313
1.3699999490562413	1.750606656074524
1.3799999486832983	1.7380969524383545
1.3899999483103553	1.7261909246444702
1.3999999479374123	1.7145425081253052
1.4099999475644696	1.702764868736267
1.4199999471915266	1.6905101537704468
1.4299999468185836	1.677537202835083
1.4399999464456406	1.663754940032959
1.4499999460726978	1.649232029914856
1.4599999456997548	1.6341732740402222
1.4699999453268118	1.6188682317733765
1.4799999449538688	1.603625774383545
1.489999944580926	1.588707447052002
1.499999944207983	1.5742770433425903
1.50999994383504	1.5603678226470947
1.519999943462097	1.5468835830688477
1.529999943089154	1.5336246490478516
1.5399999427162112	1.5203338861465454
1.5499999423432682	1.5067546367645264
1.5599999419703252	1.492684245109558
1.5699999415973822	1.4780162572860718
1.5799999412244394	1.4627580642700195
1.5899999408514964	1.4470235109329224
1.5999999404785534	1.4310026168823242
1.6099999401056104	1.4149136543273926
1.6199999397326674	1.3989506959915161
1.6299999393597246	1.3832387924194336
1.6399999389867816	1.3678032159805298
1.6499999386138386	1.3525662422180176
1.6599999382408956	1.3373667001724243
1.6699999378679529	1.3220006227493286
1.6799999374950099	1.306274175643921
1.6899999371220669	1.2900540828704834
1.6999999367491239	1.2733075618743896
1.709999936376181	1.2561211585998535
1.719999936003238	1.2386940717697144
1.729999935630295	1.2213095426559448
1.739999935257352	1.2042888402938843
1.749999934884409	1.1879394054412842
1.7599999345114663	1.172504186630249
1.7699999341385233	1.158127784729004
1.7799999337655803	1.1448407173156738
1.7899999333926373	1.132567286491394
1.7999999330196945	1.1211493015289307
1.8099999326467515	1.1103907823562622
1.8199999322738085	1.1001040935516357
1.8299999319008655	1.090157389640808
1.8399999315279225	1.0805102586746216
1.8499999311549797	1.071232557296753
1.8599999307820367	1.062504768371582
1.8699999304090937	1.0545992851257324
1.8799999300361507	1.0478432178497314
1.889999929663208	1.0425739288330078
1.899999929290265	1.0390889644622803
1.909999928917322	1.0376063585281372
1.919999928544379	1.0382341146469116
1.9299999281714362	1.0409592390060425
1.9399999277984932	1.045659065246582
1.9499999274255502	1.0521240234375
1.9599999270526072	1.0600969791412354
1.9699999266796642	1.0693103075027466
1.9799999263067214	1.0795215368270874
1.9899999259337784	1.090532660484314
1.9999999255608354	1.1021960973739624
2.009999925187892	1.1144018173217773
2.0199999248149494	1.1270544528961182
2.0299999244420066	1.1400446891784668
2.0399999240690634	1.153225064277649
2.0499999236961206	1.1663950681686401
2.059999923323178	1.1793025732040405
2.0699999229502346	1.1916604042053223
2.079999922577292	1.2031751871109009
2.089999922204349	1.2135831117630005
2.099999921831406	1.2226829528808594
2.109999921458463	1.2303600311279297
2.11999992108552	1.2366007566452026
2.129999920712577	1.241483211517334
2.1399999203396343	1.2451599836349487
2.149999919966691	1.247828722000122
2.1599999195937483	1.2496974468231201
2.169999919220805	1.2509527206420898
2.1799999188478623	1.2517350912094116
2.1899999184749195	1.2521268129348755
2.1999999181019763	1.2521482706069946
2.2099999177290335	1.2517712116241455
2.2199999173560907	1.2509344816207886
2.2299999169831475	1.2495665550231934
2.2399999166102047	1.24760901927948
2.2499999162372615	1.245033621788025
2.2599999158643187	1.2418535947799683
2.269999915491376	1.238125205039978
2.2799999151184327	1.2339423894882202
2.28999991474549	1.2294224500656128
2.2999999143725467	1.2246893644332886
2.309999913999604	1.2198537588119507
2.319999913626661	1.2149968147277832
2.329999913253718	1.210160493850708
2.339999912880775	1.205344557762146
2.3499999125078324	1.2005126476287842
2.359999912134889	1.1956044435501099
2.3699999117619464	1.1905527114868164
2.379999911389003	1.1853011846542358
2.3899999110160604	1.1798189878463745
2.3999999106431176	1.1741065979003906
2.4099999102701744	1.1681987047195435
2.4199999098972316	1.1621543169021606
2.4299999095242883	1.156044363975525
2.4399999091513456	1.149936318397522
2.449999908778403	1.1438807249069214
2.4599999084054596	1.1379016637802124
2.469999908032517	1.1319937705993652
2.4799999076595736	1.1261296272277832
2.489999907286631	1.1202656030654907
2.499999906913688	1.1143574714660645
2.509999906540745	1.108371615409851
2.519999906167802	1.1022918224334717
2.5299999057948592	1.0961222648620605
2.539999905421916	1.0898836851119995
2.5499999050489732	1.0836067199707031
2.55999990467603	1.0773216485977173
2.5699999043030872	1.071049690246582
2.5799999039301444	1.06479811668396
2.589999903557201	1.058557391166687
2.5999999031842584	1.052308440208435
2.609999902811315	1.0460271835327148
2.6199999024383724	1.0396943092346191
2.6299999020654297	1.0333020687103271
2.6399999016924864	1.0268583297729492
2.6499999013195437	1.0203862190246582
2.659999900946601	1.0139192342758179
2.6699999005736577	1.0074933767318726
2.679999900200715	1.0011380910873413
2.6899998998277717	0.9948676824569702
2.699999899454829	0.9886782169342041
2.709999899081886	0.9825458526611328
2.719999898708943	0.976432204246521
2.729999898336	0.9702924489974976
2.739999897963057	0.9640856981277466
